Type,Price,Bedrooms,Bathrooms,Area,Furnished,Level,Payment_Option,Delivery_Term,City,Price_per_sqm
2,310000,1,1,45,0,0,Installment,1,112,6888.888888888889
0,1368000,2,1,93,0,3,Installment,3,211,14709.677419354839
0,440000,2,1,140,0,2,Cash or Installment,1,135,3142.8571428571427
0,4000000,4,3,200,0,0,Cash,3,183,20000.0
0,7000000,3,2,280,0,5,Cash,2,177,25000.0
1,960000,4,3,285,0,0,Cash or Installment,1,170,3368.4210526315787
0,725000,3,2,145,0,2,Cash or Installment,2,22,5000.0
0,712000,3,2,116,0,3,Installment,1,112,6137.931034482759
0,2700000,3,3,171,0,1,Cash,3,170,15789.473684210527
0,1450001,2,1,121,0,1,Cash,1,95,11983.479338842975
0,6500000,3,2,162,0,2,Installment,2,65,40123.456790123455
0,1636000,3,2,123,0,4,Cash or Installment,3,211,13300.81300813008
0,3297000,3,3,177,0,4,Cash or Installment,1,102,18627.118644067796
0,1150000,3,2,175,0,6,Cash,1,5,6571.428571428572
0,182500,2,2,115,0,5,Installment,2,31,1586.9565217391305
0,2600000,1,2,83,0,3,Installment,2,137,31325.301204819276
0,4154000,2,2,125,0,2,Cash or Installment,2,23,33232.0
0,3170000,3,3,155,0,2,Cash,2,133,20451.612903225807
0,5400000,3,2,186,0,2,Cash or Installment,3,0,29032.25806451613
0,3750000,3,3,245,0,0,Cash,1,0,15306.122448979591
0,300000,3,2,140,0,2,Cash or Installment,2,137,2142.8571428571427
0,5300000,3,2,155,0,0,Cash or Installment,2,137,34193.54838709677
0,7000000,3,3,235,0,3,Cash,3,137,29787.23404255319
0,4000000,3,3,211,0,4,Cash,1,112,18957.34597156398
0,1940000,3,2,162,0,5,Installment,1,159,11975.308641975309
0,1300000,3,2,150,0,2,Cash,1,173,8666.666666666666
0,2200000,3,2,140,0,3,Cash,1,170,15714.285714285714
0,720000,3,3,190,0,3,Cash or Installment,3,137,3789.4736842105262
0,1650000,3,2,150,0,4,Cash,1,113,11000.0
0,1675000,3,3,186,0,0,Cash or Installment,0,170,9005.376344086022
0,4300000,3,3,200,0,2,Cash or Installment,2,65,21500.0
0,559890,2,2,125,0,3,Installment,1,23,4479.12
0,5000000,3,3,187,0,2,Installment,2,184,26737.9679144385
0,405000,2,1,85,0,4,Cash or Installment,1,135,4764.705882352941
0,1000000,3,1,120,0,4,Cash,2,82,8333.333333333334
0,412000,3,2,154,0,2,Cash or Installment,2,136,2675.3246753246754
2,1611000,1,1,63,0,4,Cash or Installment,3,127,25571.428571428572
0,1200000,2,1,100,0,4,Cash,3,141,12000.0
0,4153000,3,3,195,0,2,Cash or Installment,3,137,21297.4358974359
0,4158037,3,3,165,0,3,Installment,3,133,25200.224242424243
0,370000,2,1,110,0,2,Cash,1,135,3363.6363636363635
0,3480000,3,2,119,0,1,Cash or Installment,2,0,29243.697478991595
0,5350000,2,2,110,0,0,Installment,1,61,48636.36363636364
0,850000,2,2,90,0,0,Cash,1,136,9444.444444444445
0,360000,2,1,120,0,6,Cash or Installment,2,135,3000.0
0,1800000,3,3,168,0,0,Cash or Installment,2,131,10714.285714285714
1,1470000,2,2,145,0,3,Cash,2,133,10137.931034482759
0,1350000,3,2,225,0,1,Cash,3,77,6000.0
0,380000,3,2,130,0,0,Cash,1,60,2923.076923076923
0,500000,3,2,140,0,2,Cash or Installment,1,133,3571.4285714285716
0,4108000,2,1,125,0,2,Cash or Installment,3,23,32864.0
0,5750000,4,2,205,0,0,Cash or Installment,1,170,28048.780487804877
0,4335000,4,3,260,0,3,Cash or Installment,0,119,16673.076923076922
0,380000,2,1,110,0,4,Cash or Installment,1,135,3454.5454545454545
0,855000,2,2,84,0,0,Cash,1,112,10178.57142857143
0,360000,2,1,125,0,0,Cash,2,135,2880.0
0,3500000,2,1,109,0,2,Cash or Installment,2,170,32110.091743119265
1,820000,3,2,190,0,3,Cash or Installment,2,0,4315.789473684211
0,1900000,3,3,154,0,0,Installment,1,61,12337.662337662337
0,2100000,3,2,152,0,8,Cash,2,177,13815.78947368421
0,2100000,3,2,150,0,1,Cash,2,71,14000.0
0,2695000,3,2,154,0,2,Cash or Installment,1,145,17500.0
0,200000,3,3,155,0,2,Cash,2,188,1290.3225806451612
0,720000,3,1,120,0,1,Cash,1,168,6000.0
0,238000,3,2,172,0,3,Cash or Installment,2,172,1383.7209302325582
0,7481000,3,3,163,0,3,Cash or Installment,1,170,45895.705521472395
0,1845000,3,3,205,0,2,Cash or Installment,3,0,9000.0
0,5030000,3,3,165,0,2,Installment,2,0,30484.848484848484
0,2970000,3,2,165,0,3,Installment,3,137,18000.0
1,1600000,4,4,280,0,0,Cash,2,0,5714.285714285715
0,500000,3,2,155,0,2,Cash or Installment,2,137,3225.8064516129034
0,600000,3,3,153,0,2,Cash or Installment,1,23,3921.5686274509803
0,4500000,3,3,200,0,0,Cash,3,183,22500.0
0,4150000,3,3,253,0,0,Cash or Installment,2,147,16403.162055335968
0,1650000,3,2,222,0,0,Cash,3,58,7432.4324324324325
0,2775000,1,1,75,0,1,Cash or Installment,2,170,37000.0
0,630000,2,1,78,0,4,Installment,1,112,8076.923076923077
0,1018500,2,1,97,0,7,Cash or Installment,2,136,10500.0
0,3100000,3,3,215,0,1,Cash,1,181,14418.60465116279
0,2500000,2,2,140,0,0,Cash,1,170,17857.14285714286
0,320000,2,1,100,0,4,Cash or Installment,1,135,3200.0
0,3100000,2,3,135,0,0,Cash,3,85,22962.962962962964
0,1250000,3,2,160,0,0,Installment,3,146,7812.5
2,545000,1,1,61,0,2,Cash or Installment,1,112,8934.426229508197
0,390000,2,1,115,0,4,Cash,1,135,3391.304347826087
0,1850000,4,3,195,0,2,Cash or Installment,3,0,9487.179487179486
0,5500000,3,3,158,0,2,Cash,2,170,34810.126582278484
0,2027000,2,3,135,0,0,Cash or Installment,2,86,15014.814814814816
0,2600000,3,2,200,0,0,Cash or Installment,3,170,13000.0
0,5000000,3,3,225,0,2,Cash,2,133,22222.222222222223
0,230000,2,1,65,0,1,Cash,1,5,3538.4615384615386
0,450000,3,2,175,0,2,Cash or Installment,2,137,2571.4285714285716
2,120000,1,1,76,0,1,Cash or Installment,2,31,1578.9473684210527
0,2500000,2,2,140,0,3,Cash,1,162,17857.14285714286
0,2312500,3,2,185,0,0,Installment,3,137,12500.0
0,750000,2,1,100,0,2,Cash,1,117,7500.0
0,4000000,3,2,200,1,3,Cash,1,123,20000.0
0,1500000,3,2,252,0,3,Cash or Installment,1,23,5952.380952380952
0,948000,3,3,180,0,3,Cash or Installment,2,65,5266.666666666667
0,4550000,2,2,140,0,2,Cash,1,1,32500.0
0,1400000,3,3,150,0,2,Cash or Installment,0,75,9333.333333333334
0,1275000,4,3,200,0,3,Installment,1,112,6375.0
0,1400000,3,2,130,0,1,Cash,1,0,10769.23076923077
0,3900000,3,2,120,0,1,Cash or Installment,1,170,32500.0
0,1385000,2,2,132,0,2,Cash,3,136,10492.424242424242
0,1250000,3,1,130,0,1,Installment,1,204,9615.384615384615
0,7062000,3,3,149,0,1,Installment,1,206,47395.973154362415
0,2700000,2,2,125,0,2,Cash,2,133,21600.0
0,3550000,2,2,109,0,0,Cash,1,159,32568.80733944954
0,8360061,3,3,195,1,3,Cash,1,170,42872.10769230769
1,600000,3,2,190,0,0,Cash,2,0,3157.8947368421054
0,2750000,2,2,115,0,1,Cash,0,133,23913.043478260868
0,3500000,3,2,205,0,2,Cash or Installment,3,137,17073.170731707316
0,565000,3,2,109,0,0,Installment,1,112,5183.48623853211
0,1450000,2,1,90,0,6,Cash,2,177,16111.111111111111
0,700000,3,2,170,0,2,Cash or Installment,2,137,4117.64705882353
0,2300000,3,3,164,0,4,Cash,0,137,14024.390243902439
0,2500000,2,2,138,0,3,Installment,2,79,18115.942028985508
0,2950000,2,1,90,1,1,Cash,1,159,32777.77777777778
0,3300000,2,2,110,0,2,Cash,2,170,30000.0
0,528000,3,2,145,0,2,Cash or Installment,3,0,3641.3793103448274
0,3500000,3,2,180,0,6,Cash,1,181,19444.444444444445
0,2200000,2,1,82,0,3,Cash,1,112,26829.268292682926
0,650000,3,3,161,0,0,Cash or Installment,2,0,4037.2670807453414
0,285000,3,3,135,0,0,Installment,3,182,2111.1111111111113
0,2000000,3,2,240,0,4,Cash,1,157,8333.333333333334
0,600000,3,2,165,0,2,Cash or Installment,2,67,3636.3636363636365
1,5500000,3,3,280,0,0,Cash,1,131,19642.85714285714
0,3093000,3,3,124,0,0,Installment,2,170,24943.548387096773
0,4000000,3,2,135,0,2,Cash or Installment,3,218,29629.62962962963
2,1254000,1,1,57,0,1,Cash or Installment,3,0,22000.0
0,2700000,3,2,150,0,3,Cash or Installment,3,19,18000.0
0,2350000,3,3,165,0,3,Cash,3,73,14242.424242424242
0,385000,2,1,120,0,4,Cash,1,135,3208.3333333333335
0,688000,2,1,98,0,4,Cash,1,159,7020.408163265306
0,4350000,3,3,175,0,0,Cash,2,170,24857.14285714286
0,3900000,3,3,169,0,2,Cash,2,170,23076.923076923078
0,5700000,2,2,140,0,3,Installment,3,105,40714.28571428572
0,4553000,4,4,220,0,2,Cash,2,183,20695.454545454544
0,3500000,3,2,150,0,1,Cash,1,102,23333.333333333332
0,720000,3,3,224,0,3,Cash or Installment,2,93,3214.285714285714
0,5500000,3,3,162,0,5,Cash,1,159,33950.61728395062
0,1084000,3,2,150,0,2,Installment,2,133,7226.666666666667
0,970000,3,1,125,0,2,Cash,2,82,7760.0
0,5220198,3,3,156,0,1,Cash or Installment,0,137,33462.807692307695
0,4143000,3,3,143,0,0,Cash or Installment,3,137,28972.027972027972
0,4200000,3,3,210,0,8,Cash,2,177,20000.0
0,1700000,2,2,136,0,0,Installment,2,61,12500.0
0,650000,3,3,154,0,3,Cash or Installment,1,75,4220.779220779221
0,350000,2,2,136,0,2,Cash or Installment,2,172,2573.529411764706
0,5700000,4,2,123,0,5,Cash,1,81,46341.46341463415
0,1850000,2,2,185,0,3,Cash,1,172,10000.0
0,4200000,3,2,145,0,3,Cash or Installment,3,170,28965.51724137931
0,3004686,2,2,112,0,3,Cash or Installment,2,188,26827.553571428572
0,330000,2,1,110,0,2,Cash,1,135,3000.0
0,5050000,3,3,155,0,5,Installment,0,133,32580.645161290322
0,3400000,4,3,200,0,0,Cash,0,0,17000.0
0,3900000,4,3,265,0,0,Cash,1,137,14716.981132075472
0,4100000,3,3,160,0,0,Cash,3,133,25625.0
0,2200000,4,4,203,0,3,Cash or Installment,2,146,10837.43842364532
0,2800000,3,2,135,0,2,Cash or Installment,1,12,20740.74074074074
0,3900000,3,3,125,0,2,Cash,2,170,31200.0
0,955000,3,2,131,0,2,Installment,1,159,7290.076335877862
2,5116000,1,1,90,0,3,Cash or Installment,1,170,56844.444444444445
0,1750000,2,1,121,0,7,Cash,3,136,14462.809917355371
0,1850000,3,3,185,0,2,Cash,1,77,10000.0
0,4500000,2,2,155,0,1,Cash or Installment,0,188,29032.25806451613
0,2350000,2,2,157,0,3,Cash or Installment,1,137,14968.152866242039
0,3926000,1,1,83,0,2,Installment,0,0,47301.20481927711
0,6150000,3,2,160,0,1,Cash,1,137,38437.5
0,2401717,3,3,207,0,3,Cash or Installment,3,146,11602.497584541063
0,8400000,3,3,210,0,2,Cash,1,53,40000.0
0,3500000,2,2,108,0,1,Cash,2,170,32407.40740740741
0,1847437,2,2,140,0,0,Installment,3,133,13195.978571428572
0,3885000,3,4,207,0,0,Cash,3,36,18768.115942028984
0,6680000,3,4,208,0,2,Cash,0,36,32115.384615384617
0,4593000,3,3,192,0,2,Cash or Installment,2,0,23921.875
0,1650000,3,2,157,0,3,Cash or Installment,3,218,10509.554140127388
0,390000,2,1,115,0,1,Cash,1,135,3391.304347826087
0,1800000,3,2,140,1,0,Cash,1,0,12857.142857142857
0,423000,2,1,113,0,0,Installment,2,188,3743.362831858407
0,3200000,2,3,230,1,6,Cash,1,157,13913.04347826087
0,1850000,2,1,80,0,2,Cash or Installment,3,54,23125.0
0,5075000,3,3,197,0,0,Installment,2,79,25761.421319796955
0,800000,2,1,110,0,3,Cash,3,137,7272.727272727273
0,410000,3,1,125,0,0,Cash,1,135,3280.0
0,3900000,3,2,149,0,1,Installment,1,170,26174.4966442953
0,280000,3,2,159,0,5,Cash or Installment,2,188,1761.006289308176
0,5700000,4,3,200,0,1,Cash,1,112,28500.0
1,870000,4,3,264,0,3,Cash or Installment,2,137,3295.4545454545455
0,384450,3,2,107,0,4,Cash or Installment,1,112,3592.9906542056074
0,546000,3,3,168,0,1,Cash or Installment,3,137,3250.0
0,743000,3,2,145,0,0,Cash or Installment,1,137,5124.137931034483
0,510000,2,1,130,0,0,Cash,1,135,3923.076923076923
0,3300000,3,2,124,0,2,Cash,1,112,26612.90322580645
0,465000,2,1,100,0,3,Cash,1,135,4650.0
0,3200000,2,2,105,0,2,Cash or Installment,3,170,30476.190476190477
0,1958000,4,4,212,0,3,Cash or Installment,1,81,9235.849056603774
0,550000,3,3,145,0,2,Installment,1,199,3793.103448275862
0,1453649,2,2,105,0,0,Cash or Installment,2,133,13844.27619047619
0,524000,2,2,135,0,2,Installment,2,199,3881.4814814814813
0,2300000,3,3,240,0,0,Cash,1,77,9583.333333333334
0,990000,2,1,90,0,2,Cash,1,140,11000.0
0,450000,3,2,152,0,2,Cash or Installment,0,184,2960.5263157894738
0,1900000,3,2,185,0,1,Cash,1,77,10270.27027027027
0,370000,2,1,100,0,3,Cash,1,135,3700.0
0,5000000,3,3,202,0,3,Installment,1,38,24752.47524752475
0,1550000,3,2,145,0,1,Cash,3,137,10689.655172413793
0,3750000,3,2,150,0,2,Cash or Installment,2,106,25000.0
0,2952000,2,2,129,0,0,Cash or Installment,3,138,22883.720930232557
0,310000,2,1,90,0,3,Cash,1,135,3444.4444444444443
0,4924000,3,3,215,0,3,Cash or Installment,1,213,22902.325581395347
0,1200000,3,1,140,0,6,Cash,1,174,8571.42857142857
0,1900000,3,2,176,0,1,Cash,1,172,10795.454545454546
0,615000,3,2,107,0,1,Cash or Installment,1,112,5747.663551401869
0,2000824,3,3,175,0,3,Cash or Installment,3,138,11433.28
0,1890000,3,2,160,0,2,Cash or Installment,2,133,11812.5
0,1550000,2,1,105,0,4,Cash or Installment,3,170,14761.904761904761
0,500000,3,1,135,0,1,Cash or Installment,3,0,3703.703703703704
0,670000,2,1,78,0,5,Installment,1,112,8589.74358974359
1,3800000,4,3,255,0,3,Cash,1,170,14901.960784313726
0,1100000,3,2,145,1,2,Cash,1,5,7586.206896551724
0,200000,2,1,70,0,0,Cash or Installment,3,0,2857.1428571428573
0,550000,3,2,150,0,2,Cash or Installment,2,129,3666.6666666666665
0,2550000,3,2,175,0,2,Cash,1,170,14571.42857142857
0,700000,3,2,128,0,0,Installment,1,112,5468.75
0,1530000,2,1,120,0,0,Cash or Installment,1,170,12750.0
0,250000,3,2,150,0,2,Cash or Installment,1,138,1666.6666666666667
0,560000,3,2,150,0,3,Cash or Installment,3,0,3733.3333333333335
1,2812600,3,3,278,0,0,Cash or Installment,3,137,10117.26618705036
0,1500000,3,1,120,0,1,Cash or Installment,1,67,12500.0
0,2400000,3,2,166,0,2,Installment,3,170,14457.831325301206
0,520000,3,1,140,0,3,Cash or Installment,1,135,3714.285714285714
0,400000,3,2,120,0,2,Cash or Installment,3,170,3333.3333333333335
0,1800000,3,3,210,0,2,Cash,1,117,8571.42857142857
1,8710000,4,4,283,0,2,Cash,3,53,30777.385159010602
1,348000,3,2,175,0,0,Cash,2,0,1988.5714285714287
0,5300000,3,2,166,0,0,Cash or Installment,1,170,31927.710843373494
0,3000000,3,2,150,0,2,Installment,0,170,20000.0
0,477000,3,3,145,0,4,Cash,2,137,3289.655172413793
0,3030000,3,3,202,0,2,Cash,3,137,15000.0
0,1950000,3,3,180,0,2,Cash or Installment,3,133,10833.333333333334
0,3500000,3,3,165,0,2,Cash,3,137,21212.121212121212
1,6800000,3,2,176,0,0,Cash or Installment,3,195,38636.36363636364
0,1170000,3,3,170,0,3,Cash,3,75,6882.35294117647
0,2300000,3,2,167,0,1,Cash,3,137,13772.45508982036
0,400000,3,2,240,0,2,Cash or Installment,3,170,1666.6666666666667
0,2820000,3,2,140,0,4,Cash or Installment,1,112,20142.85714285714
0,500000,3,1,140,0,2,Cash or Installment,2,131,3571.4285714285716
0,950000,3,3,180,0,3,Cash or Installment,1,137,5277.777777777777
0,1250000,2,1,110,0,5,Cash,1,69,11363.636363636364
0,5637000,2,2,106,0,8,Installment,1,210,53179.24528301887
0,1550000,2,1,105,0,1,Cash,1,177,14761.904761904761
0,2250000,3,2,178,0,4,Cash,1,211,12640.449438202248
0,1850000,3,2,169,0,2,Cash,1,4,10946.745562130178
0,3700000,3,3,186,0,2,Cash or Installment,3,0,19892.47311827957
0,4200000,3,3,140,0,2,Installment,3,170,30000.0
0,1450000,2,1,125,0,8,Cash,1,60,11600.0
0,2800000,3,2,167,0,2,Cash,0,36,16766.467065868263
0,4687800,2,2,131,0,0,Installment,3,23,35784.73282442748
0,3350000,3,2,139,0,1,Cash,1,112,24100.719424460432
0,400000,3,3,150,0,2,Cash or Installment,2,137,2666.6666666666665
0,772000,4,3,195,0,0,Cash or Installment,2,137,3958.974358974359
0,2900000,3,2,124,0,5,Cash,1,112,23387.09677419355
1,898000,3,2,282,0,0,Cash,2,170,3184.3971631205673
0,300000,3,3,168,0,3,Cash or Installment,1,138,1785.7142857142858
0,350000,3,3,150,0,2,Cash or Installment,3,159,2333.3333333333335
0,290000,3,2,135,0,2,Cash or Installment,3,0,2148.1481481481483
0,250000,3,2,165,0,2,Cash or Installment,2,112,1515.1515151515152
0,1000000,2,1,90,1,1,Cash or Installment,2,101,11111.111111111111
0,4300000,2,2,137,0,2,Cash,1,30,31386.861313868612
0,4200000,1,1,99,0,2,Cash,1,98,42424.242424242424
0,620000,3,1,100,0,2,Cash or Installment,2,0,6200.0
0,3944000,3,2,145,0,6,Installment,1,71,27200.0
0,1650000,3,3,190,0,2,Cash,1,77,8684.21052631579
0,3800000,3,3,190,0,4,Installment,1,35,20000.0
0,1350000,3,2,210,1,5,Cash,2,77,6428.571428571428
0,2450000,3,3,175,0,3,Installment,3,137,14000.0
0,2050000,2,1,147,1,3,Cash,1,136,13945.578231292517
0,470000,2,1,131,0,3,Cash or Installment,2,184,3587.7862595419847
0,1100000,3,1,110,0,4,Cash,1,175,10000.0
0,1622500,2,1,110,0,1,Installment,3,166,14750.0
0,5500000,2,2,116,0,2,Cash or Installment,2,151,47413.793103448275
0,2030000,3,3,145,0,2,Cash,3,133,14000.0
1,7800000,3,3,205,0,3,Cash,2,170,38048.78048780488
0,4185000,3,2,155,0,1,Cash or Installment,1,177,27000.0
0,800000,3,3,127,0,3,Installment,1,112,6299.212598425197
0,1200000,3,2,130,0,7,Cash,2,18,9230.76923076923
0,3888000,2,2,108,0,2,Cash or Installment,3,170,36000.0
0,2450000,3,3,175,0,3,Cash or Installment,3,138,14000.0
0,6200000,3,2,196,0,2,Cash or Installment,1,23,31632.65306122449
0,2800000,4,2,180,0,4,Cash,1,137,15555.555555555555
0,5500000,3,3,236,0,7,Cash,1,177,23305.084745762713
0,3650000,3,3,160,0,2,Cash,2,133,22812.5
1,5500000,3,3,250,0,4,Cash,0,209,22000.0
0,735000,3,3,190,0,3,Cash,2,137,3868.4210526315787
0,4400000,4,3,250,0,6,Cash,1,69,17600.0
0,4000000,3,3,135,0,2,Cash,2,170,29629.62962962963
0,1650000,3,3,190,0,0,Cash,1,77,8684.21052631579
0,977000,4,3,252,0,3,Cash or Installment,2,23,3876.9841269841268
0,425000,3,2,195,0,3,Cash,2,138,2179.4871794871797
0,3800000,3,2,149,0,2,Installment,2,31,25503.355704697988
2,750000,1,1,68,0,0,Cash or Installment,1,112,11029.411764705883
0,380000,2,2,140,0,3,Installment,2,184,2714.285714285714
0,3250000,4,3,240,0,1,Cash or Installment,3,57,13541.666666666666
0,2700000,3,3,168,0,1,Installment,3,137,16071.42857142857
2,1020000,1,1,49,0,0,Installment,1,112,20816.326530612245
0,285000,3,2,190,0,5,Cash or Installment,1,0,1500.0
0,900000,2,1,80,0,3,Cash,1,123,11250.0
0,4200000,3,3,172,0,3,Installment,2,170,24418.60465116279
0,2550000,3,3,235,0,2,Installment,3,0,10851.063829787234
0,430000,3,1,127,0,2,Cash or Installment,1,184,3385.8267716535433
0,364000,3,2,155,0,3,Cash or Installment,2,137,2348.3870967741937
0,4495000,2,2,145,0,3,Cash or Installment,1,0,31000.0
0,700000,3,2,130,0,2,Cash,1,137,5384.615384615385
1,833000,3,3,262,0,0,Cash or Installment,2,170,3179.389312977099
0,2300000,3,2,150,0,6,Cash,2,175,15333.333333333334
0,650000,3,1,105,0,5,Cash,2,204,6190.476190476191
0,375000,2,1,150,0,0,Cash,1,135,2500.0
0,4000000,2,2,120,0,2,Cash,1,30,33333.333333333336
1,6371272,3,3,175,0,0,Cash or Installment,2,133,36407.26857142857
0,3400000,3,2,220,0,5,Cash,1,136,15454.545454545454
0,2150000,3,2,155,0,7,Cash,1,123,13870.967741935483
0,1400000,2,1,120,0,2,Cash,1,125,11666.666666666666
0,395000,2,1,85,0,6,Cash or Installment,1,135,4647.058823529412
0,2900000,2,2,132,0,2,Cash,2,137,21969.696969696968
0,1750000,3,2,170,0,4,Cash,1,0,10294.117647058823
0,1400000,3,1,135,0,6,Cash,1,174,10370.37037037037
0,1100000,3,1,120,0,1,Cash,1,78,9166.666666666666
0,3500000,3,2,260,0,7,Cash or Installment,1,137,13461.538461538461
0,4000000,3,2,130,0,3,Cash or Installment,3,170,30769.23076923077
0,370000,2,2,130,0,0,Cash or Installment,3,137,2846.153846153846
1,2000000,4,3,200,0,0,Cash or Installment,1,75,10000.0
0,2700000,3,2,165,0,3,Cash,3,55,16363.636363636364
0,3184000,1,1,75,0,3,Installment,2,216,42453.333333333336
0,2850000,3,2,130,0,2,Cash or Installment,2,133,21923.076923076922
0,650000,3,2,116,0,3,Installment,1,112,5603.448275862069
1,3800000,4,2,255,0,1,Cash,1,58,14901.960784313726
0,6800000,3,3,163,0,3,Cash or Installment,1,170,41717.79141104295
0,500000,3,1,140,0,2,Cash or Installment,2,129,3571.4285714285716
0,270000,2,1,110,0,3,Cash or Installment,2,165,2454.5454545454545
0,2700000,3,3,227,0,2,Cash,3,0,11894.273127753304
0,2950000,3,2,160,0,1,Cash,1,137,18437.5
0,5400000,3,3,196,0,0,Cash,1,215,27551.020408163266
0,875000,3,2,150,0,1,Cash or Installment,2,22,5833.333333333333
0,4000000,2,4,200,0,0,Cash,1,6,20000.0
0,3240000,3,3,183,0,1,Installment,3,151,17704.918032786885
0,2400000,3,2,165,0,3,Installment,2,84,14545.454545454546
0,3800000,3,4,187,0,1,Cash or Installment,2,208,20320.85561497326
0,3512675,2,1,150,0,3,Cash or Installment,3,108,23417.833333333332
0,1300000,3,1,135,0,2,Cash,1,10,9629.62962962963
0,570000,3,2,161,0,2,Cash or Installment,2,184,3540.3726708074532
0,450000,3,3,160,0,2,Cash or Installment,2,184,2812.5
0,4444492,3,2,130,0,2,Cash or Installment,1,101,34188.4
0,1155000,2,2,171,0,0,Cash or Installment,1,23,6754.3859649122805
0,4500000,3,2,189,0,4,Cash,1,71,23809.52380952381
0,750000,3,2,145,0,1,Cash,2,22,5172.413793103448
0,410000,3,2,165,0,1,Cash or Installment,2,188,2484.848484848485
0,2750000,4,4,260,0,0,Cash or Installment,3,137,10576.923076923076
0,3800000,3,3,185,0,3,Installment,3,137,20540.54054054054
0,7700000,3,3,166,0,3,Cash or Installment,0,3,46385.5421686747
0,360000,2,1,140,0,1,Cash or Installment,1,135,2571.4285714285716
0,3600000,3,2,210,0,5,Cash,1,137,17142.85714285714
0,2942500,4,3,245,0,0,Cash or Installment,3,170,12010.204081632653
0,280000,2,1,85,0,2,Cash,1,135,3294.1176470588234
0,950000,3,2,180,0,3,Cash or Installment,1,61,5277.777777777777
0,1773000,3,3,197,0,1,Cash,0,0,9000.0
0,550000,3,2,160,0,3,Cash or Installment,3,202,3437.5
0,368210,3,2,142,0,2,Cash or Installment,2,184,2593.0281690140846
0,520000,2,2,133,0,2,Installment,2,65,3909.7744360902257
0,390000,2,1,110,0,4,Cash or Installment,1,135,3545.4545454545455
0,2000000,2,3,144,0,4,Installment,0,23,13888.888888888889
0,558000,3,2,107,0,3,Cash or Installment,1,112,5214.953271028037
0,5758684,3,3,172,0,2,Cash,2,170,33480.72093023256
0,950000,3,2,180,0,2,Cash or Installment,1,137,5277.777777777777
0,3900000,3,3,168,0,2,Cash or Installment,2,73,23214.285714285714
0,430000,3,2,140,0,2,Cash or Installment,2,188,3071.4285714285716
0,950000,3,3,150,0,0,Cash or Installment,1,0,6333.333333333333
0,750000,2,1,76,0,4,Cash,1,0,9868.421052631578
0,5050000,2,2,157,0,1,Cash or Installment,2,147,32165.605095541403
0,458200,2,2,131,0,0,Cash,0,23,3497.709923664122
2,500000,1,1,59,0,1,Cash,3,137,8474.57627118644
0,570000,2,1,100,0,1,Cash,1,135,5700.0
0,3097500,3,2,147,0,5,Cash or Installment,3,138,21071.428571428572
0,430000,3,3,165,0,3,Cash or Installment,2,188,2606.060606060606
0,3400000,3,2,139,0,1,Cash,2,112,24460.43165467626
0,1800000,3,3,200,0,2,Cash or Installment,3,0,9000.0
0,1750000,3,1,140,0,6,Cash,1,95,12500.0
1,1400000,4,2,165,0,4,Cash,1,77,8484.848484848484
0,2278000,4,3,217,0,3,Cash or Installment,3,0,10497.695852534562
0,5700000,3,3,200,0,1,Installment,1,112,28500.0
0,3500000,2,2,135,0,2,Cash or Installment,3,30,25925.925925925927
0,2000000,1,1,89,0,2,Cash or Installment,3,170,22471.91011235955
0,428000,3,2,165,0,3,Cash,1,137,2593.939393939394
0,3230000,3,2,210,0,0,Cash,1,0,15380.952380952382
0,380000,3,1,160,0,1,Cash,1,135,2375.0
0,2950000,3,2,133,0,5,Cash,1,112,22180.45112781955
0,6650000,3,3,175,0,2,Cash,2,170,38000.0
0,1500000,3,2,169,0,2,Cash,0,0,8875.739644970414
0,459400,3,3,153,0,0,Cash or Installment,1,144,3002.6143790849674
0,3360000,3,2,250,0,2,Cash,1,0,13440.0
0,1200000,3,3,185,0,2,Cash or Installment,1,170,6486.486486486487
0,4496860,3,2,130,0,0,Cash or Installment,1,101,34591.230769230766
0,420000,2,1,130,0,1,Cash,1,135,3230.769230769231
0,530000,3,2,177,0,0,Cash or Installment,2,85,2994.3502824858756
0,1200000,3,2,175,0,6,Cash or Installment,3,124,6857.142857142857
0,1300000,3,2,151,0,6,Cash,3,108,8609.271523178808
0,1600000,3,2,171,0,0,Cash,1,23,9356.72514619883
0,5000000,3,3,225,0,3,Cash,2,133,22222.222222222223
0,480000,2,1,90,0,6,Cash,1,117,5333.333333333333
0,950000,3,2,145,0,2,Cash or Installment,3,75,6551.724137931034
0,360000,2,1,140,0,3,Cash or Installment,1,135,2571.4285714285716
0,690000,3,3,171,0,2,Installment,2,161,4035.0877192982457
0,3200000,3,2,155,1,8,Cash,1,114,20645.16129032258
0,460000,3,2,165,0,2,Cash or Installment,2,188,2787.878787878788
0,8423000,3,3,177,0,2,Cash or Installment,1,216,47587.57062146893
0,570000,3,1,120,0,2,Cash or Installment,1,135,4750.0
0,2950000,3,3,175,0,2,Cash,1,137,16857.14285714286
0,1100000,2,1,115,0,3,Cash,3,137,9565.217391304348
0,2150000,3,3,160,0,3,Cash,1,160,13437.5
1,5500000,3,2,200,1,0,Cash,1,33,27500.0
0,950000,3,3,150,0,0,Installment,1,75,6333.333333333333
0,1500000,3,3,120,0,2,Cash or Installment,1,170,12500.0
0,3750000,3,3,224,0,1,Cash or Installment,2,93,16741.071428571428
0,4935000,3,3,210,0,3,Cash,3,137,23500.0
