Type,Price,Bedrooms,Bathrooms,Area,Furnished,Level,Payment_Option,Delivery_Term,City,Price_per_sqm
0,475000,3,3,186,0,2,Cash or Installment,2,0,2553.7634408602153
0,1480000,2,2,157,0,2,Cash or Installment,1,1,9426.751592356688
0,1228000,2,3,162,0,1,Cash,1,1,7580.246913580247
0,600000,3,2,160,0,1,Cash,1,68,3750.0
1,7500000,3,3,285,0,3,Cash,3,133,26315.78947368421
0,4250000,3,2,130,0,2,Cash or Installment,3,170,32692.30769230769
0,179000,2,1,104,0,0,Cash or Installment,2,127,1721.1538461538462
0,1000000,3,1,110,0,1,Cash,1,117,9090.90909090909
0,2200000,2,1,82,0,2,Cash,1,112,26829.268292682926
0,500000,3,2,180,0,2,Cash or Installment,2,137,2777.777777777778
0,3350000,3,3,220,0,2,Cash,1,170,15227.272727272728
0,356000,2,2,120,0,3,Cash or Installment,0,184,2966.6666666666665
0,4500000,4,3,273,0,0,Cash,2,129,16483.516483516483
0,385000,2,1,100,0,2,Cash,1,135,3850.0
0,750000,3,2,138,0,2,Cash or Installment,3,177,5434.782608695652
0,7400000,3,3,196,0,3,Cash,2,186,37755.102040816324
1,2000000,3,3,240,0,0,Cash or Installment,1,199,8333.333333333334
0,8712000,3,4,209,0,3,Cash,1,186,41684.21052631579
0,2750000,3,2,116,0,5,Cash or Installment,1,112,23706.896551724138
0,298000,2,1,126,0,2,Cash or Installment,2,194,2365.0793650793653
0,1250000,3,2,125,0,5,Cash or Installment,3,136,10000.0
0,780000,3,2,177,0,0,Cash or Installment,2,170,4406.779661016949
0,550000,3,1,135,0,1,Cash,2,135,4074.074074074074
0,746100,4,3,210,0,4,Cash or Installment,3,0,3552.8571428571427
1,1850000,4,4,235,0,1,Cash or Installment,3,74,7872.340425531915
0,8233000,3,2,199,0,8,Cash or Installment,1,170,41371.85929648241
0,6280000,3,2,120,0,0,Cash or Installment,2,52,52333.333333333336
0,3550000,3,3,235,0,3,Cash,2,95,15106.382978723404
0,3500000,3,1,143,0,3,Cash,2,112,24475.524475524475
0,330000,2,1,80,0,4,Cash,1,135,4125.0
2,2500000,1,1,75,0,2,Cash,1,200,33333.333333333336
0,500000,3,2,145,0,4,Cash or Installment,3,137,3448.2758620689656
0,2100000,2,2,105,0,1,Cash or Installment,0,170,20000.0
0,2200000,4,2,160,1,7,Cash,2,47,13750.0
0,2800000,2,2,92,0,0,Cash,1,112,30434.782608695652
0,3700000,3,2,143,0,6,Cash,1,112,25874.125874125875
0,390000,2,1,120,1,4,Cash,1,135,3250.0
0,325000,2,1,120,0,3,Cash or Installment,1,135,2708.3333333333335
0,2000000,2,2,116,0,0,Installment,2,188,17241.379310344826
0,2500000,2,2,157,0,4,Cash,2,95,15923.566878980891
0,4300000,3,3,179,0,0,Cash,2,147,24022.346368715083
0,2100000,3,3,200,0,0,Cash,1,77,10500.0
0,550000,2,1,130,0,3,Cash or Installment,1,135,4230.7692307692305
0,5593230,3,3,150,0,1,Installment,1,0,37288.2
0,1450000,3,1,110,0,3,Cash,1,10,13181.818181818182
0,480000,2,1,120,0,3,Cash,1,135,4000.0
0,475000,2,1,120,0,4,Cash,1,135,3958.3333333333335
0,5593000,3,3,150,0,3,Cash or Installment,1,144,37286.666666666664
0,3955000,2,1,115,0,0,Installment,0,31,34391.30434782609
0,3200000,2,3,171,0,0,Cash or Installment,2,23,18713.45029239766
0,2600000,1,1,75,0,3,Cash or Installment,3,137,34666.666666666664
0,2440800,3,3,216,0,3,Installment,3,0,11300.0
0,3050000,3,3,130,0,0,Cash,1,170,23461.53846153846
0,600000,3,1,115,0,5,Cash,1,135,5217.391304347826
0,5478000,3,3,180,0,0,Cash or Installment,2,170,30433.333333333332
0,350000,2,1,57,0,5,Cash,1,117,6140.350877192983
0,500000,3,1,115,0,1,Cash,1,137,4347.826086956522
0,2000000,3,2,145,0,1,Cash or Installment,2,58,13793.103448275862
0,2500000,3,2,220,0,2,Cash,1,0,11363.636363636364
0,1940000,3,2,162,0,3,Installment,1,159,11975.308641975309
0,2871000,4,2,290,0,3,Cash or Installment,3,0,9900.0
0,420000,2,1,150,0,1,Cash or Installment,1,135,2800.0
2,200000,1,1,80,0,0,Installment,2,165,2500.0
0,195000,1,1,70,0,0,Cash,1,135,2785.714285714286
0,550000,2,1,90,0,5,Cash,1,113,6111.111111111111
0,3100000,3,2,130,0,0,Cash,1,170,23846.153846153848
0,4480000,2,2,128,0,2,Cash or Installment,0,159,35000.0
0,1400000,3,3,198,0,0,Cash or Installment,1,192,7070.707070707071
0,570000,3,3,185,0,2,Cash or Installment,2,184,3081.0810810810813
2,280000,1,1,75,0,0,Cash or Installment,2,137,3733.3333333333335
0,3150000,2,2,135,0,2,Installment,1,85,23333.333333333332
1,520000,3,2,190,0,1,Cash or Installment,2,0,2736.842105263158
0,1820000,3,2,130,0,4,Cash,1,137,14000.0
0,3300000,3,2,120,0,3,Cash or Installment,3,170,27500.0
0,1100000,2,1,90,0,4,Cash,2,164,12222.222222222223
0,3471000,3,2,148,0,3,Installment,2,127,23452.702702702703
0,730000,3,3,155,0,1,Installment,1,112,4709.677419354839
0,3600000,3,2,140,0,0,Cash,3,133,25714.285714285714
0,3200000,3,2,150,0,3,Cash or Installment,1,12,21333.333333333332
0,1300000,3,2,165,0,1,Cash,1,77,7878.787878787879
0,3000000,3,2,130,0,2,Cash,2,177,23076.923076923078
0,3250000,2,2,96,0,1,Cash,1,112,33854.166666666664
0,7500000,4,3,254,0,2,Cash,1,217,29527.55905511811
0,1250000,2,1,120,0,2,Cash,1,0,10416.666666666666
0,2200000,3,1,124,0,4,Cash,1,177,17741.935483870966
0,8100000,3,2,170,0,2,Cash or Installment,1,28,47647.05882352941
0,850000,2,1,141,1,3,Cash,2,88,6028.368794326241
0,3900000,2,2,140,0,3,Cash,3,158,27857.14285714286
0,2500000,3,2,210,1,1,Cash,1,77,11904.761904761905
0,256000,3,2,107,0,2,Cash or Installment,1,112,2392.5233644859813
0,2600000,3,3,165,0,3,Installment,2,133,15757.575757575758
0,1500000,3,3,150,0,0,Cash,3,137,10000.0
0,4710000,3,1,156,0,0,Cash or Installment,3,191,30192.30769230769
0,3500000,3,3,240,0,6,Cash,1,47,14583.333333333334
0,2400000,2,2,157,0,5,Cash or Installment,1,137,15286.624203821657
1,768000,3,2,175,0,0,Cash or Installment,2,0,4388.571428571428
0,755000,2,1,79,0,5,Cash,1,137,9556.962025316456
0,5800000,3,2,150,0,2,Cash or Installment,3,144,38666.666666666664
0,460000,2,1,115,0,4,Cash,1,135,4000.0
0,1800000,3,3,207,0,0,Cash,0,170,8695.652173913044
0,3239600,3,3,182,0,1,Installment,3,0,17800.0
0,1250000,3,2,145,0,1,Cash,1,56,8620.689655172413
0,3000000,2,2,90,0,1,Installment,1,170,33333.333333333336
0,360000,2,1,75,0,6,Cash,1,18,4800.0
0,1855000,3,3,175,0,5,Installment,3,0,10600.0
0,4042019,3,3,177,0,3,Cash,2,170,22836.265536723164
1,2100000,4,3,245,0,0,Cash or Installment,2,129,8571.42857142857
0,2200000,3,2,143,0,3,Cash,1,58,15384.615384615385
1,1900000,3,2,145,0,0,Cash,2,137,13103.448275862069
0,990000,2,1,90,0,1,Installment,1,140,11000.0
0,2750000,2,2,98,0,1,Cash,1,112,28061.224489795917
0,7840000,3,3,156,0,3,Installment,2,170,50256.41025641026
0,750000,2,1,120,0,2,Cash,1,117,6250.0
0,1460000,3,3,195,0,3,Cash,3,0,7487.179487179487
0,3500000,3,2,165,0,5,Cash,1,95,21212.121212121212
0,2938000,2,2,113,0,3,Cash or Installment,1,177,26000.0
0,6860000,3,3,174,0,2,Cash or Installment,1,137,39425.28735632184
0,2012000,3,2,175,0,3,Cash or Installment,3,170,11497.142857142857
0,650000,3,3,160,0,0,Cash or Installment,0,184,4062.5
0,4657500,3,3,207,0,1,Cash,2,177,22500.0
0,1900000,3,3,140,0,5,Cash,1,137,13571.42857142857
0,350000,2,1,120,0,0,Cash,1,135,2916.6666666666665
0,850000,3,2,168,0,2,Cash or Installment,1,137,5059.523809523809
0,2000000,3,3,175,0,1,Cash,3,170,11428.57142857143
0,1350000,4,3,200,0,5,Installment,1,112,6750.0
0,290000,2,1,120,0,2,Cash or Installment,1,135,2416.6666666666665
0,490000,2,1,140,0,3,Cash or Installment,1,135,3500.0
0,599139,1,1,69,0,2,Cash or Installment,1,126,8683.173913043478
1,750000,3,2,180,0,3,Cash or Installment,2,129,4166.666666666667
0,1995000,3,3,190,0,2,Cash or Installment,3,102,10500.0
0,3000000,3,2,175,0,1,Cash,1,48,17142.85714285714
0,2700000,3,2,166,0,7,Cash,1,71,16265.060240963856
0,2300000,3,2,153,0,3,Cash,2,112,15032.679738562092
0,320000,2,2,103,0,2,Cash or Installment,2,184,3106.7961165048546
0,1750000,3,2,130,0,1,Cash,2,0,13461.538461538461
0,425000,2,1,130,0,0,Installment,2,170,3269.230769230769
0,1280000,3,2,150,0,0,Cash or Installment,3,75,8533.333333333334
0,600000,3,3,140,0,2,Cash or Installment,1,0,4285.714285714285
0,2700000,3,3,155,0,1,Cash or Installment,3,188,17419.354838709678
0,1675000,3,1,165,0,3,Cash,1,200,10151.515151515152
0,420000,2,1,160,0,0,Cash,1,135,2625.0
0,3250000,3,3,240,0,1,Installment,0,137,13541.666666666666
0,820000,2,2,130,0,0,Cash or Installment,1,152,6307.692307692308
0,3800000,3,2,190,0,4,Cash,2,35,20000.0
0,5000000,2,2,117,0,2,Installment,2,170,42735.042735042734
0,2400000,3,2,191,0,2,Cash,1,137,12565.445026178011
0,4300000,1,1,61,0,1,Cash,2,170,70491.80327868853
1,2000000,3,2,167,0,4,Cash or Installment,3,131,11976.047904191617
0,7359000,2,2,130,0,3,Cash or Installment,1,152,56607.692307692305
0,465000,3,2,160,0,1,Cash,2,60,2906.25
1,4475000,3,3,200,0,0,Installment,3,15,22375.0
0,4500000,3,3,145,0,3,Cash,2,170,31034.48275862069
0,5820000,3,3,149,0,0,Installment,1,206,39060.402684563756
0,614000,3,2,185,0,3,Cash or Installment,3,167,3318.9189189189187
1,3500000,3,3,255,0,0,Cash,1,170,13725.490196078432
0,2835000,3,3,210,0,1,Cash or Installment,3,57,13500.0
0,4230300,3,3,212,0,5,Cash or Installment,3,194,19954.245283018867
0,420000,2,1,100,0,1,Cash,1,135,4200.0
0,6500000,3,3,188,0,2,Cash,2,176,34574.46808510638
0,3650000,3,2,145,0,2,Cash or Installment,2,0,25172.41379310345
0,4700000,3,2,235,0,7,Cash,1,163,20000.0
0,3000000,2,2,125,0,4,Cash,1,71,24000.0
1,375000,3,2,264,0,1,Cash or Installment,2,36,1420.4545454545455
0,4200000,2,2,132,0,2,Cash or Installment,3,137,31818.18181818182
0,4000000,3,4,207,0,2,Cash,3,36,19323.671497584543
0,2600000,3,1,160,0,7,Cash,2,62,16250.0
0,4170000,2,3,173,0,2,Cash,2,151,24104.046242774566
0,800000,3,2,180,0,1,Cash or Installment,3,0,4444.444444444444
0,800000,3,2,177,0,3,Cash or Installment,2,102,4519.774011299435
0,2850000,3,2,135,0,0,Cash or Installment,0,19,21111.11111111111
0,5080000,3,3,139,0,3,Cash or Installment,1,216,36546.76258992806
0,650000,3,3,145,0,2,Cash or Installment,2,187,4482.758620689655
0,1000000,3,2,179,0,2,Cash or Installment,1,30,5586.592178770949
0,7280000,3,3,182,0,3,Cash,1,164,40000.0
0,1600000,3,2,145,0,3,Cash or Installment,2,133,11034.48275862069
0,1100000,3,2,205,0,6,Cash,1,80,5365.8536585365855
0,4000000,3,3,175,0,1,Installment,1,170,22857.14285714286
0,1500000,3,2,165,0,8,Cash,1,60,9090.90909090909
0,4900000,3,3,178,0,2,Cash or Installment,2,137,27528.08988764045
0,290000,2,1,90,0,4,Cash,1,135,3222.222222222222
0,5700000,3,3,190,0,2,Cash,2,170,30000.0
0,830000,3,2,135,0,3,Cash,0,75,6148.148148148148
0,220000,2,1,90,0,4,Cash,1,135,2444.4444444444443
0,2368000,2,2,120,0,0,Cash or Installment,3,165,19733.333333333332
0,4500000,3,3,190,0,4,Installment,1,170,23684.21052631579
0,2800000,3,3,240,0,1,Cash,3,170,11666.666666666666
0,2900000,3,2,167,1,2,Installment,1,12,17365.269461077845
0,2992500,3,2,271,0,0,Cash,1,170,11042.435424354244
0,6070000,4,3,220,0,2,Installment,3,183,27590.909090909092
0,1600000,3,2,165,0,0,Cash,1,77,9696.969696969696
0,3489000,2,2,130,0,1,Cash or Installment,3,137,26838.46153846154
0,5300000,2,2,158,0,0,Cash or Installment,3,147,33544.303797468354
0,595000,4,4,210,0,0,Cash or Installment,1,127,2833.3333333333335
0,590000,2,3,135,0,1,Cash or Installment,3,86,4370.37037037037
0,1223445,2,1,93,0,3,Installment,3,109,13155.322580645161
0,750000,2,1,110,0,5,Cash,1,168,6818.181818181818
1,600000,4,3,190,0,3,Cash or Installment,2,133,3157.8947368421054
0,6225000,4,4,207,0,4,Cash,3,85,30072.463768115944
0,4400000,3,4,245,0,5,Cash,1,70,17959.183673469386
0,1800000,3,2,155,0,0,Cash or Installment,2,133,11612.90322580645
0,1200000,3,2,150,0,2,Cash or Installment,3,102,8000.0
0,5900000,3,2,155,0,3,Installment,2,133,38064.51612903226
0,3150000,3,3,160,0,0,Cash or Installment,3,112,19687.5
0,4732000,2,2,120,0,1,Installment,3,101,39433.333333333336
0,1800000,4,2,250,0,5,Cash,2,0,7200.0
0,4000000,3,2,130,0,3,Cash or Installment,1,177,30769.23076923077
0,290000,1,2,77,0,2,Cash or Installment,2,144,3766.2337662337663
0,850000,3,2,116,0,5,Installment,1,112,7327.586206896552
0,8190000,2,2,162,0,2,Installment,1,1,50555.555555555555
0,1100000,3,1,140,0,5,Cash,1,0,7857.142857142857
0,50000,3,2,150,1,2,Cash,1,115,333.3333333333333
1,6464000,4,2,215,0,3,Cash or Installment,0,195,30065.116279069767
0,2321000,3,2,165,0,1,Cash,3,160,14066.666666666666
0,2500000,3,2,155,0,1,Cash or Installment,2,137,16129.032258064517
0,3100000,2,1,90,1,0,Cash,1,159,34444.444444444445
0,2300000,3,2,250,0,1,Cash,1,172,9200.0
0,375000,2,1,130,0,2,Cash or Installment,1,135,2884.6153846153848
0,1000000,3,3,150,0,1,Cash or Installment,2,188,6666.666666666667
0,550000,3,2,155,0,3,Cash or Installment,2,137,3548.3870967741937
0,6573000,2,3,116,0,2,Installment,1,151,56663.793103448275
0,5500000,2,2,120,0,3,Cash or Installment,3,144,45833.333333333336
0,4624291,3,3,155,0,1,Cash or Installment,3,188,29834.135483870967
0,1590000,3,3,150,0,3,Cash or Installment,2,133,10600.0
0,3094000,3,2,140,0,8,Installment,1,177,22100.0
0,175000,3,2,145,0,4,Installment,2,12,1206.896551724138
1,990000,4,3,215,0,0,Cash or Installment,1,137,4604.6511627906975
0,2750000,3,2,116,0,5,Cash,1,112,23706.896551724138
0,4443000,3,2,150,0,3,Cash or Installment,2,0,29620.0
0,1150000,3,2,145,0,3,Cash,1,77,7931.0344827586205
0,930000,3,2,155,0,8,Cash,1,174,6000.0
0,6000000,1,1,85,0,3,Cash or Installment,1,216,70588.23529411765
0,3333020,2,2,100,0,1,Cash,1,47,33330.2
0,3800000,3,2,190,0,4,Cash or Installment,1,35,20000.0
0,3900000,2,2,120,0,0,Cash or Installment,3,137,32500.0
0,1254000,1,1,57,0,2,Installment,3,0,22000.0
0,450000,3,3,152,0,2,Cash or Installment,3,184,2960.5263157894738
0,2500000,3,2,145,0,8,Cash,1,9,17241.379310344826
0,470000,3,1,100,0,5,Cash,1,5,4700.0
0,6500000,3,3,200,0,1,Cash,2,53,32500.0
2,3700000,1,1,60,0,4,Installment,1,170,61666.666666666664
0,620000,3,2,185,0,3,Cash or Installment,2,167,3351.3513513513512
2,1525000,1,1,64,0,1,Cash or Installment,2,188,23828.125
0,370000,3,2,160,0,0,Cash or Installment,2,137,2312.5
0,650000,3,2,152,0,4,Cash or Installment,3,159,4276.315789473684
0,3430000,2,2,130,0,0,Cash or Installment,3,0,26384.615384615383
0,6180000,3,3,218,0,2,Installment,3,93,28348.623853211007
0,500000,3,2,172,0,2,Cash or Installment,3,137,2906.9767441860463
0,275000,2,1,70,0,4,Cash,1,174,3928.5714285714284
0,1500000,3,2,175,0,4,Cash,1,77,8571.42857142857
0,2516000,2,3,121,0,5,Cash or Installment,1,125,20793.388429752067
0,550000,3,1,152,0,3,Cash or Installment,3,137,3618.4210526315787
0,4170000,4,4,250,0,0,Installment,3,137,16680.0
0,2170000,3,2,139,0,2,Cash,2,170,15611.510791366907
0,3500000,3,3,165,0,2,Cash,3,133,21212.121212121212
0,3200000,3,3,197,0,2,Cash,3,36,16243.654822335026
0,5563000,4,3,185,0,2,Cash or Installment,3,93,30070.27027027027
0,380000,3,2,189,0,3,Cash or Installment,1,12,2010.5820105820105
0,3800000,3,2,119,0,1,Cash,1,159,31932.7731092437
0,1700000,3,1,120,0,5,Installment,1,136,14166.666666666666
0,3500000,3,3,170,0,1,Cash,1,170,20588.235294117647
0,6000000,3,2,130,0,6,Cash or Installment,1,210,46153.846153846156
0,2560000,3,2,148,0,0,Cash or Installment,3,102,17297.297297297297
0,4000000,2,2,125,0,2,Installment,0,0,32000.0
0,789000,3,1,123,0,2,Cash,1,138,6414.634146341464
0,2100000,3,2,185,0,0,Cash,1,170,11351.351351351352
0,200000,1,1,70,0,0,Cash,1,135,2857.1428571428573
0,1911000,3,2,155,0,2,Cash or Installment,2,133,12329.032258064517
0,3891736,3,3,178,0,2,Cash,2,170,21863.685393258427
0,1163000,3,2,155,0,2,Installment,3,75,7503.225806451613
0,387000,3,2,142,0,2,Cash or Installment,2,184,2725.3521126760565
0,850000,2,1,70,0,1,Cash,1,137,12142.857142857143
0,2100000,3,2,200,0,2,Cash or Installment,0,146,10500.0
0,2600000,2,2,160,1,5,Cash,1,177,16250.0
0,3800659,2,2,132,0,2,Cash,2,53,28792.871212121212
0,2572000,4,4,200,0,0,Cash or Installment,2,133,12860.0
0,3420000,3,3,149,0,3,Cash or Installment,2,31,22953.020134228187
0,2200000,3,2,185,0,2,Cash,1,198,11891.891891891892
0,5800000,3,2,145,0,2,Cash,1,137,40000.0
0,4972000,3,2,151,0,0,Cash or Installment,1,138,32927.15231788079
0,4500000,4,3,250,1,5,Cash,1,71,18000.0
0,2366500,3,2,143,0,1,Cash or Installment,3,137,16548.95104895105
0,1990000,2,2,93,0,3,Cash or Installment,2,0,21397.84946236559
0,3600000,3,3,150,0,3,Cash or Installment,1,170,24000.0
0,3500000,1,1,64,0,0,Cash or Installment,1,216,54687.5
0,3900000,3,2,131,0,5,Cash,1,159,29770.992366412214
0,1450000,3,1,130,0,1,Installment,1,204,11153.846153846154
1,1750000,4,3,167,0,1,Cash,1,0,10479.041916167665
0,2000000,3,2,135,0,1,Cash,1,90,14814.814814814816
0,1518000,2,1,72,0,2,Cash or Installment,3,170,21083.333333333332
0,2700000,3,2,163,0,2,Cash,1,170,16564.41717791411
0,285000,2,1,110,0,4,Cash,1,135,2590.909090909091
0,3050000,3,2,130,0,0,Cash,1,30,23461.53846153846
0,7300000,3,2,142,0,3,Cash or Installment,3,170,51408.45070422535
0,6400000,2,2,117,0,2,Cash or Installment,1,144,54700.8547008547
0,2000000,2,1,130,1,3,Cash,1,163,15384.615384615385
0,1200000,3,1,140,0,1,Cash,1,77,8571.42857142857
0,1150000,3,1,140,0,2,Cash,1,0,8214.285714285714
0,1175000,2,1,90,0,5,Cash,1,177,13055.555555555555
0,640000,3,3,165,0,0,Cash or Installment,2,188,3878.787878787879
1,629750,3,3,190,0,3,Installment,3,133,3314.4736842105262
0,1600000,3,3,150,0,3,Cash,0,17,10666.666666666666
0,2200000,3,2,133,0,2,Cash,1,0,16541.353383458645
0,650000,3,3,155,0,1,Cash or Installment,2,65,4193.548387096775
0,5306577,3,3,219,0,3,Installment,1,186,24230.945205479453
0,1850000,3,1,165,0,2,Cash,1,136,11212.121212121212
0,1500000,3,2,150,0,2,Cash or Installment,3,170,10000.0
0,5593000,4,3,235,0,3,Cash or Installment,3,137,23800.0
0,980000,3,2,135,0,2,Cash or Installment,2,133,7259.259259259259
0,1480000,2,2,130,0,2,Cash,2,61,11384.615384615385
0,200000,3,1,90,0,4,Cash,1,108,2222.222222222222
0,7300000,2,2,160,0,3,Cash or Installment,1,1,45625.0
0,600000,4,4,175,0,0,Cash,2,0,3428.5714285714284
0,3000000,3,2,190,0,2,Cash,1,170,15789.473684210527
0,3240000,3,3,175,0,3,Cash or Installment,1,170,18514.285714285714
0,380000,2,1,110,0,0,Cash,1,135,3454.5454545454545
0,4500000,3,3,155,0,1,Cash,1,133,29032.25806451613
0,5150000,3,3,174,0,5,Installment,2,151,29597.701149425287
0,3300000,3,2,150,0,1,Cash or Installment,2,170,22000.0
0,500000,3,2,156,0,2,Cash or Installment,2,165,3205.128205128205
0,430000,3,3,163,0,2,Cash or Installment,3,184,2638.036809815951
0,4000000,3,3,175,0,0,Cash,2,170,22857.14285714286
0,544800,3,3,155,0,2,Cash or Installment,0,159,3514.8387096774195
0,750000,3,3,165,0,7,Installment,2,210,4545.454545454545
0,1650000,3,3,210,0,1,Cash,1,77,7857.142857142857
0,1800000,3,2,208,0,0,Cash,3,0,8653.846153846154
0,671400,3,2,166,0,0,Cash or Installment,1,170,4044.578313253012
0,2625000,3,2,175,0,1,Cash or Installment,3,170,15000.0
0,4637000,4,3,200,0,3,Cash or Installment,1,112,23185.0
0,2500000,3,2,180,0,2,Cash,1,137,13888.888888888889
0,2300000,3,2,170,0,2,Cash,3,170,13529.411764705883
0,1350000,2,1,120,0,2,Cash,1,211,11250.0
0,815000,3,2,165,0,2,Cash or Installment,3,73,4939.393939393939
1,3700000,3,3,255,0,0,Cash,1,170,14509.803921568628
0,550000,3,2,162,0,3,Cash or Installment,2,112,3395.061728395062
0,6200000,3,3,168,0,0,Cash or Installment,2,170,36904.76190476191
0,4200000,3,2,175,0,2,Cash or Installment,1,170,24000.0
0,1172500,3,3,160,0,2,Cash or Installment,0,75,7328.125
1,6100000,4,4,200,0,0,Installment,2,133,30500.0
0,2280000,4,3,190,0,0,Cash or Installment,3,0,12000.0
0,590000,3,3,148,0,0,Cash or Installment,2,188,3986.4864864864867
0,5120500,3,3,145,0,0,Cash or Installment,3,170,35313.793103448275
0,515000,3,2,175,0,3,Cash or Installment,3,188,2942.8571428571427
0,450000,3,1,125,0,4,Cash,3,111,3600.0
0,3500000,3,2,180,0,4,Cash,1,122,19444.444444444445
1,500000,3,2,264,0,2,Cash or Installment,2,36,1893.939393939394
0,4944964,3,3,165,0,2,Installment,3,188,29969.478787878787
0,4200000,3,3,165,0,0,Cash,3,133,25454.545454545456
0,2000000,2,1,82,0,5,Cash,1,112,24390.243902439026
1,485000,2,2,280,0,5,Cash or Installment,2,135,1732.142857142857
0,1100000,3,3,175,0,5,Cash or Installment,3,183,6285.714285714285
0,2450000,3,2,200,0,0,Cash or Installment,3,170,12250.0
0,850000,2,1,125,0,4,Cash,1,77,6800.0
0,4224000,3,3,120,0,0,Cash or Installment,2,170,35200.0
0,300000,3,2,140,0,2,Installment,1,112,2142.8571428571427
0,7450000,2,2,108,0,2,Cash or Installment,1,170,68981.48148148147
0,560000,2,2,135,0,8,Installment,1,80,4148.148148148148
0,4739000,3,3,169,0,2,Cash or Installment,2,155,28041.420118343194
0,360000,3,1,130,0,4,Cash,1,135,2769.230769230769
0,540000,3,2,142,0,3,Installment,1,112,3802.8169014084506
0,1100000,3,1,135,0,2,Cash,1,56,8148.148148148148
0,1250000,3,2,147,0,3,Cash,2,77,8503.401360544218
0,340000,2,1,110,0,2,Cash,1,135,3090.909090909091
0,1450000,3,1,175,1,7,Cash,1,115,8285.714285714286
0,5316680,3,3,184,0,5,Cash or Installment,1,177,28895.0
0,450000,2,2,110,0,1,Cash or Installment,2,137,4090.909090909091
0,1600000,2,1,115,0,3,Cash,1,0,13913.04347826087
0,3500000,2,1,135,0,7,Cash,1,39,25925.925925925927
0,500000,2,1,80,0,4,Cash,3,45,6250.0
0,4552500,3,3,220,0,2,Cash or Installment,0,183,20693.18181818182
0,650000,2,2,148,0,2,Cash or Installment,2,23,4391.891891891892
0,780000,2,1,70,1,1,Cash,1,137,11142.857142857143
0,1200000,3,2,180,0,6,Cash,3,83,6666.666666666667
0,3400000,3,2,250,0,2,Cash,1,0,13600.0
0,825000,3,2,147,0,2,Cash or Installment,2,22,5612.244897959184
0,6900000,3,3,145,0,2,Cash,2,170,47586.206896551725
0,2431000,3,2,187,0,1,Cash or Installment,3,137,13000.0
0,750000,3,3,168,0,2,Installment,2,61,4464.285714285715
0,400000,2,1,110,0,3,Cash,1,135,3636.3636363636365
0,7700000,3,3,216,0,3,Cash,1,53,35648.148148148146
1,3603508,4,4,242,0,0,Cash,3,208,14890.528925619834
0,4192906,2,2,105,0,2,Cash or Installment,3,0,39932.438095238096
0,2850000,3,2,170,0,6,Cash,2,177,16764.70588235294
0,3650000,3,3,160,0,2,Cash,3,65,22812.5
0,630000,3,2,155,0,2,Cash or Installment,2,91,4064.516129032258
0,750000,3,3,190,0,1,Cash or Installment,2,186,3947.3684210526317
0,5900000,3,3,190,0,2,Cash or Installment,3,184,31052.63157894737
0,1000000,3,2,140,0,2,Cash or Installment,2,133,7142.857142857143
0,2400000,2,2,145,0,0,Cash,1,170,16551.724137931036
0,2100000,3,2,170,0,8,Cash,1,32,12352.941176470587
0,580000,2,1,73,0,5,Cash,1,112,7945.2054794520545
0,1750000,3,2,130,0,4,Cash,1,137,13461.538461538461
0,1100000,3,2,125,0,8,Cash,1,18,8800.0
0,1780000,3,3,172,0,2,Cash or Installment,2,0,10348.837209302326
0,2457000,1,1,80,0,2,Cash or Installment,2,0,30712.5
0,620000,3,1,160,1,4,Cash,1,5,3875.0
0,6000000,3,2,176,1,4,Cash,1,122,34090.90909090909
0,4500000,3,2,200,0,3,Cash,2,122,22500.0
0,2730000,3,3,155,0,5,Cash or Installment,2,188,17612.90322580645
0,4250000,3,3,171,0,3,Cash,1,159,24853.801169590643
0,590000,3,2,145,0,3,Cash or Installment,2,133,4068.9655172413795
0,560000,3,2,125,0,1,Cash,1,135,4480.0
0,3250000,3,2,140,0,4,Cash or Installment,1,112,23214.285714285714
1,7400000,4,4,266,0,2,Cash or Installment,2,188,27819.54887218045
0,2550000,3,2,220,0,0,Cash,3,58,11590.90909090909
0,630000,3,2,158,0,1,Installment,2,65,3987.3417721518986
0,2100000,4,2,200,0,4,Cash,1,170,10500.0
0,1937000,3,2,158,0,1,Cash or Installment,3,27,12259.493670886075
0,500000,3,3,187,0,1,Cash or Installment,1,12,2673.7967914438505
0,1701096,3,1,132,0,6,Installment,3,109,12887.09090909091
0,7481936,3,3,75,0,2,Cash,2,170,99759.14666666667
2,1700000,1,1,37,0,2,Cash,1,184,45945.94594594595
0,2000000,3,1,175,0,4,Cash,1,157,11428.57142857143
0,4500000,3,2,177,0,2,Installment,3,189,25423.728813559323
0,4400000,2,2,113,0,2,Cash or Installment,2,170,38938.05309734513
0,3250000,2,3,140,0,1,Cash,1,23,23214.285714285714
1,6708887,3,3,235,0,0,Installment,3,133,28548.455319148936
0,2820000,3,3,180,0,1,Cash,1,29,15666.666666666666
0,1214000,3,2,180,0,3,Cash or Installment,2,29,6744.444444444444
0,2050000,3,2,160,0,1,Cash,1,160,12812.5
0,330000,2,1,120,0,4,Cash,2,135,2750.0
0,5300000,3,2,143,0,3,Cash,1,112,37062.93706293706
0,3200000,3,2,245,0,3,Cash,2,71,13061.224489795919
0,450000,3,2,160,0,2,Cash or Installment,3,75,2812.5
0,4290000,3,3,156,0,3,Cash or Installment,0,0,27500.0
0,2250000,3,2,150,0,2,Cash or Installment,3,137,15000.0
